,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,1000,0,None,0.43681418221838847,0.01790377456767814,0.43690652246934064,0.018222352627116335,129.2732276916504
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,1000,0,None,0.5830090945199146,0.009212730273939616,0.5829068182180452,0.010965000399919917,120.54208517074585
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,1000,0,None,0.2127652326157261,0.0317858707349401,0.21370605116555141,0.03334447312700469,139.4495391845703
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,1000,0,None,0.20851883119307368,0.031359000037046114,0.20999462060487184,0.032638835131615244,170.29832124710083
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,1000,0,None,0.1552065339407806,0.03236261767813726,0.15733552073671014,0.038217527582698314,220.7548382282257
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,40,0,None,0.40699461801298426,0.06015983305040883,0.3952565283271475,0.027393821805914848,141.28226518630981
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,40,0,None,0.5889906503929359,0.051147391043777246,0.598138216422013,0.015559650404761857,126.17952823638916
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,40,0,None,0.21812533492375333,0.08129904720285629,0.2029077505615439,0.03935457151036822,135.61302709579468
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0,None,0.24376537205951546,0.06770146550433265,0.23457792539356448,0.03499326074073903,173.6415889263153
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,40,0,None,0.16772079969851994,0.08379261099204241,0.15508652491553693,0.04349302478958015,209.88365387916565
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,1000,0.01,None,0.46280374973387534,0.1099148478323502,0.4330395345570562,0.03526927928201468,126.29284405708313
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,1000,0.01,None,0.6076653500805101,0.06834297010463301,0.6054142824344518,0.018959773709544363,118.14618587493896
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,1000,0.01,None,0.3178920554606407,0.16707149388664813,0.2396298724063021,0.06725105838907167,140.83428478240967
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,1000,0.01,None,0.26502973775630456,0.1794423071924581,0.18537535641741126,0.07721728404707705,191.76553606987
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,1000,0.01,None,0.271622879238422,0.1822217847605986,0.1857969243903556,0.07463538337181433,224.79280519485474
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,40,0.01,None,0.45255661130694336,0.11615216337653267,0.4118284471911816,0.05250304021463534,138.57413411140442
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,40,0.01,None,0.5856538487539761,0.06838552697529442,0.5791384847365119,0.02011740080675735,112.6923770904541
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,40,0.01,None,0.3132510181643324,0.16963714505140695,0.23593538715965506,0.07426111943620473,131.47571468353271
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0.01,None,0.3176663588945317,0.15782057945241132,0.24925781990745108,0.061480503001888696,160.92454195022583
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,40,0.01,None,0.6308020825953214,0.06788329726870061,0.6383457923864346,0.015542471197880643,240.60772728919983
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,1000,0,None,0.4083272908486395,0.03335352779736297,0.40320971488304147,0.025471242257498704,141.36481404304504
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,1000,0,None,0.609236553411073,0.009935435548033831,0.6091582154609316,0.011353453210108996,119.45754909515381
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,1000,0,None,0.20913104359331627,0.0320820394829726,0.21016718407896107,0.033089854169724334,136.2962188720703
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,1000,0,None,0.21272131319267706,0.03178610543684888,0.21460456386798155,0.03258437239042375,175.1224808692932
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,1000,0,None,0.1645809207296287,0.03248689435982653,0.16578642438025934,0.03581786993591512,958.8044629096985
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,40,0,None,0.422889986307187,0.06235355444346333,0.4096810395340692,0.03763823184887372,145.15133118629456
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,40,0,None,0.602552431302669,0.04894631722460028,0.6116247060837505,0.013733785987711978,117.41707420349121
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,40,0,None,0.23248558805514014,0.07572211631547462,0.2192729541810663,0.03671668296131185,138.28636193275452
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0,None,0.190071856480353,0.08288613015893811,0.176349784464361,0.043917272825665224,7819.559232711792
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,40,0,None,0.17228039146965193,0.08493399940182575,0.16028423581591833,0.0448427517896097,7654.38440489769
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,1000,0.01,None,0.5387219243510344,0.09681899911336177,0.5279495625988287,0.0739683154256104,11761.934837341309
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,1000,0.01,None,0.6058544820714362,0.06684935655479682,0.6018046327493599,0.01873043033006962,5777.678730249405
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,1000,0.01,None,0.29011824444657763,0.17736991594010845,0.20448382793348996,0.06646675547752413,161.22286295890808
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,1000,0.01,None,0.2731970826946438,0.18480249856513184,0.18973105650546418,0.08975347375168839,182.56378173828125
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,1000,0.01,None,0.300776117478875,0.16771982929831958,0.22603016685769614,0.07736740285293836,230.78263068199158
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,1000,40,0.01,None,0.45059297896559736,0.11638841807975966,0.40996070244821814,0.05741261745722836,142.2370250225067
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,2500,40,0.01,None,0.5922350831945933,0.06791159455112937,0.5872665929229695,0.020009895187895286,114.60155177116394
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,5000,40,0.01,None,0.31442029314495135,0.17249776761398078,0.2322969687359181,0.06740150282347407,122.89251518249512
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0.01,None,0.2785882922329687,0.1834126378055475,0.19335633801632918,0.08410567558338179,153.3206729888916
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,15000,40,0.01,None,0.285492189926729,0.18413427976834226,0.20073530455435123,0.08645918189850874,182.4669361114502
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0,None,0.20686537307715488,0.07476706828130351,0.19470864124662893,0.036827268619687076,171.15525197982788
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,40,0,None,0.22890281081669037,0.07162581490117301,0.21704404075113698,0.033958087422741215,172.92180395126343
,Method,# Runs,Sample Size,Noise-level [dB],Percentage Outliers (3Std),Seed,Mean,Std,Median,nMAD,Time elapsed [s]
0,jade,10000,10000,30,0,None,0.25177479454759744,0.11732434529964875,0.21465700161216372,0.04933236951636257,173.04231882095337
